epoch,train_loss,train_gen_loss,train_cls_loss,val_loss,val_gen_loss,val_cls_loss,train_acc,val_acc,lr
1,142.0025940769926,129.99547207789956,48.028506804076606,52.7671600052073,14.709995293919045,152.22865758968305,0.86348,0.3574,0.001
2,0.8063177381596907,0.10525081637634776,2.8042676889378093,96.46795229368573,29.312632331365272,268.62128033215487,0.93186,0.3041,0.001
3,0.5559217155818135,-0.0478088355059271,2.4149222041258724,253.9146268820461,93.3837040768394,642.1236889030359,0.94156,0.3639,0.001
4,0.5234535476550117,-0.10754683106663385,2.524001514724905,277.7205256208589,161.74454759042473,463.90391675731803,0.94538,0.4992,0.001
5,2.487613733962674,1.917278108135809,2.281342736871727,235.64218274852897,130.11160210718083,422.12232217909417,0.95364,0.3733,0.001
6,0.2214319093338669,-0.27900874482758364,2.0017626121443963,1359.7499969096123,358.2926376922221,4005.8294538666933,0.9587,0.1132,0.001
7,0.20762945475328304,-0.2781104246021041,1.9429595160187425,1094.8677646298952,773.8610353107694,1284.0269203668909,0.95954,0.3775,0.001
8,0.21117096617246223,-0.2965998516318,2.0310832690154297,305.07290842563293,120.35388154621366,738.8761024957971,0.9616,0.3085,0.001
9,0.17410622077905918,-0.3228802983089329,1.9879460792968362,429.46590838854826,218.05862446072734,845.6291403468651,0.96368,0.3265,0.001
10,0.31532111354267506,-0.19876429088213635,2.0563415993122174,407.60320774512957,125.3653173325937,1128.9515666720233,0.96456,0.1345,0.001
11,0.04311459075154551,-0.4008315996364559,1.7757847651494645,526.0816959429391,212.76024212414706,1253.2858183655558,0.9672,0.1406,0.001
12,-0.0024667673117821786,-0.42839393710426965,1.7037086773799457,395.4771237916584,227.94582395915742,670.1251954670194,0.96944,0.406,0.001
13,-0.1449173793692113,-0.5167837903627654,1.4874656486965327,1145.3877602106409,575.4206442531151,2279.868463830103,0.9725,0.2615,0.001
14,0.18357383701807398,-0.20081039965914949,1.5375369889281874,398.77006009258804,292.68511151663864,424.33979816678203,0.97382,0.3792,0.001
15,0.04243888574488023,-0.4079311717875645,1.8014802304124578,772.2914768653579,543.5502404321599,914.9649619573279,0.9704,0.31,0.001
16,0.055326349461627435,-0.4342943167196625,1.9584826719621398,1567.0201601438885,746.516655644284,3282.0140241791933,0.97222,0.169,0.001
17,-0.026752358945586797,-0.45806869683037527,1.725265352505685,2792.181424297864,1491.3027992731409,5203.514574268196,0.97232,0.1051,0.001
