SCALE,MODEL,PRIOR,OPTIMIZER,TRANSFORM,DROPOUT,TYPE,val_acc_mean,val_acc_ci,val_loss_mean,val_loss_ci,test_acc_mean,test_acc_ci,test_loss_mean,test_loss_ci
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.1,best_acc,0.952302,0.00034894315974056355,-4138.189300212619,0.5733651666620603,0.9560759999999999,0.0002790793154111068,-4128.038415311017,0.5291482312948719
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.2,best_loss,0.9513920000000001,0.0002874172927437725,-4537.073783252572,0.507865767070461,0.957744,0.00029984135704637854,-4535.660498912183,0.3786385399806984
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.2,best_acc,0.95138,0.00027016247972069335,-4536.133416608979,0.5103772522697195,0.9576360000000002,0.0002905498558287588,-4534.093260235363,0.3768669091078271
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.0,best_loss,0.9738499999999999,0.00027441512347883113,-4602.730616099684,0.5084827883240606,0.9751740000000001,0.0002263992001550593,-4567.6660773709455,0.9484680002106313
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.0,best_acc,0.974224,0.00023933495418568815,-4578.393379895174,0.5135016830107766,0.9762140000000001,0.00017826947894410982,-4576.411277566258,0.3271609955703629
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.1,best_loss,0.9753940000000001,0.00026687280172490936,-4623.560996588212,0.4187007722178006,0.9795139999999999,0.00018560789645053082,-4613.553036614913,0.4598100598252195
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.1,best_acc,0.9762639999999999,0.0002456027867619745,-4541.508790422271,0.4828732222343657,0.980714,0.0002423089214899395,-4533.123270495451,0.45340601678767145
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.2,best_loss,0.9749740000000001,0.0002511803350219364,-4496.76118287678,0.5340563005646511,0.9781039999999999,0.0002444726818330728,-4485.587610759494,0.433139403143238
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.2,best_acc,0.975616,0.00023536256751790415,-4452.463599683545,0.4437858931819019,0.9786120000000001,0.000198617716053716,-4441.061811708861,0.3859420456345784
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.0,best_loss,0.978182,0.00020857977205899502,-4652.705807703718,0.4077995467194795,0.9801519999999999,0.00021168217973226592,-4646.83098261966,0.3516727472819358
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.0,best_acc,0.97934,0.0002444753787633232,-4610.973616371638,0.3867909527583532,0.9800139999999999,0.00022311364807485416,-4595.531659538172,0.4071490320015293
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.1,best_loss,0.978498,0.00021162377079007101,-4566.535708934928,0.4246970609973653,0.9825820000000001,0.00020826342797191304,-4554.949819892207,0.32287869476858316
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.1,best_acc,0.979484,0.00022875676261506093,-4528.4777335096915,0.446606306779997,0.9821020000000001,0.00018305760702357608,-4513.911461382517,0.3400754670473237
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.2,best_loss,0.9794419999999999,0.00023771305650922188,-4511.371505760482,0.46043763651984243,0.9829380000000001,0.00024011399460384,-4498.839604553996,0.45718255986408757
2.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.2,best_acc,0.9795860000000001,0.00026255136498458815,-4508.354734350277,0.4493533836495655,0.983148,0.00020527800932982636,-4495.7146931863135,0.4430737785335634
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.0,best_loss,0.946364,0.00035360134367049966,-4127.80312858485,1.3561609472291316,0.9544419999999999,0.00023971550820991194,-680.7890348719344,157.1307423353247
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.0,best_acc,0.952064,0.00023907310117948132,-1715.4437386273732,0.485629101617747,0.9568660000000001,0.00024016341574705841,-1734.290102848101,0.438639009545481
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.1,best_loss,0.9510299999999999,0.0003035614046028118,-4442.781521397844,1.4739421491884348,0.96079,0.00022701285170880316,-4488.229261520964,0.8622266219499835
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.1,best_acc,0.9592500000000003,0.0002400700561576989,-3915.852801992682,1.0119155316599204,0.963552,0.00020171399658216332,-3924.825927857991,0.9711666931462714
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.2,best_loss,0.9535199999999999,0.0003154248050555757,-4355.0368683247625,1.419403356142306,0.9618019999999998,0.0003097556818081874,-4383.646136520965,1.299234236847889
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.0,0.2,best_acc,0.9577999999999999,0.00028976818336303584,-4162.312950887558,1.2265361076292374,0.9645739999999999,0.0002581065148997997,-4180.20962284909,0.9563984695506489
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.0,best_loss,0.9776600000000002,0.00023138182278930854,-4507.15454942148,0.9287956939678709,0.978932,0.00017830923337077236,-4496.114101438884,0.9353749198237865
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.0,best_acc,0.980006,0.0002090313123023145,-4457.822404939676,0.8681526929051578,0.9802040000000001,0.00017807983001648538,-4440.385790397548,0.8441801972787663
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.1,best_loss,0.9784520000000001,0.00024657267358028684,-4470.702412109375,1.073735382910789,0.9824719999999999,0.0002021058521543454,-4470.883427487144,1.0003913875284154
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.1,best_acc,0.978744,0.00020909044544316498,-4448.597222235957,0.9396722468149595,0.982406,0.00023226420691719273,-4446.807801127374,0.9701057352449661
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.2,best_loss,0.979288,0.00022827203455764482,-4372.237245846519,1.031107384670457,0.9823780000000001,0.00021970997458223838,-4367.086285663074,0.9567170651768014
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.25,0.2,best_acc,0.97977,0.0002286767667691398,-4331.73692889636,1.0193235133103185,0.982722,0.0002112963823347681,-4326.935852823378,0.8223675493980399
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.0,best_loss,0.98044,0.0001679860073217931,-4460.8295116569425,0.9085688783023408,0.9826799999999999,0.0001947086052317439,-4460.9039262757115,0.7276974034798562
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.0,best_acc,0.981192,0.00021165103030235103,-4394.513437067346,0.8146416319047917,0.9836320000000001,0.0001888154118211398,-4396.012264141614,0.7959130642271677
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.1,best_loss,0.9812039999999999,0.00018560345605961008,-4424.944034315664,0.7684577166485793,0.98411,0.0002021229784903637,-4417.63923444917,1.0782378882129064
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.1,best_acc,0.981542,0.0002227498707585246,-4386.941429489715,0.788473644134933,0.9843900000000001,0.0001805881525341819,-4376.95790107051,1.0734664412156905
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.2,best_loss,0.9811299999999998,0.00023366796226153416,-4273.750712828817,0.9640784750750322,0.9842520000000001,0.00018176995154894635,-4266.084486068532,0.8503144814114124
3.0,hybrid_v3_1x1_double,SimpleSplitGMM,Adam,0.5,0.2,best_acc,0.9811299999999998,0.00023366796226153416,-4273.750712828817,0.9640784750750322,0.9842520000000001,0.00018176995154894635,-4266.084486068532,0.8503144814114124
